Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2980000,1.3626596,0.6801502,214.8780487804878,3.074102508716094,3.074102508716094,1.0
2990000,1.3624895,0.47746974,349.77777777777777,1.9363447386642982,1.9363447386642982,1.0
3000000,1.3624893,0.9790991,196.2340425531915,3.3750207982957363,3.3750207982957363,1.0
3010000,1.3614404,0.9883873,205.6734693877551,3.204938708519449,3.204938708519449,1.0
3020000,1.3613169,0.8179027,287.8205128205128,2.3667948184869227,2.3667948184869227,1.0
3030000,1.3607634,0.8281195,240.675,2.8924750119447706,2.8924750119447706,1.0
3040000,1.3606662,0.64628947,232.88571428571427,2.9157999226025173,2.9157999226025173,1.0
3050000,1.3601921,0.83133096,233.2173913043478,2.928108633860298,2.928108633860298,1.0
3060000,1.3600782,0.61610216,286.77142857142854,2.3059999101302204,2.3059999101302204,1.0
3070000,1.3600483,0.42146504,349.22222222222223,1.847964122891426,1.847964122891426,1.0
3080000,1.3600464,0.47035274,323.76666666666665,1.98666655421257,1.98666655421257,1.0
3090000,1.3602983,0.15025122,512.2380952380952,0.245499849319458,0.245499849319458,1.0
3100000,1.360421,0.8755188,247.9787234042553,2.6083749098082385,2.6083749098082385,1.0
3110000,1.3603256,0.81747276,220.95348837209303,3.0441162281258163,3.0441162281258163,1.0
3120000,1.3602465,1.1014948,178.80769230769232,3.5092307375027585,3.5092307375027585,1.0
3130000,1.3606309,0.65187067,268.7837837837838,2.529026882068531,2.529026882068531,1.0
3140000,1.3609183,0.7964681,224.04651162790697,3.0201627223990686,3.0201627223990686,1.0
3150000,1.3605809,0.87152404,212.7608695652174,3.1375434320905935,3.1375434320905935,1.0
3160000,1.3602678,1.8399174,122.08791208791209,4.107747257410825,4.107747257410825,1.0
3170000,1.3596178,0.95587534,214.5,3.1142271987416525,3.1142271987416525,1.0
3180000,1.3589308,0.73226553,253.85,2.677649940550327,2.677649940550327,1.0
3190000,1.3586254,1.1245729,188.75409836065575,3.372737637308777,3.372737637308777,1.0
3200000,1.3582661,1.0422295,162.84615384615384,3.684653817461087,3.684653817461087,1.0
3210000,1.3580387,1.0273825,216.3846153846154,3.123499932197424,3.123499932197424,1.0
3220000,1.357631,1.0923524,168.73214285714286,3.578090907226909,3.578090907226909,1.0
3230000,1.3574294,0.69196707,237.89473684210526,2.860631469048952,2.860631469048952,1.0
3240000,1.3569739,0.74157876,210.8684210526316,3.1627691510396128,3.1627691510396128,1.0
3250000,1.356966,1.5633161,150.75,3.7638420893957742,3.7638420893957742,1.0
3260000,1.3569528,0.8931054,228.73333333333332,2.941377713945177,2.941377713945177,1.0
3270000,1.356911,0.6867583,280.37142857142857,2.4298285007476808,2.4298285007476808,1.0
3280000,1.3567351,1.1198189,200.21153846153845,3.3012114556936116,3.3012114556936116,1.0
3290000,1.3568156,1.1848098,180.75,3.501269228183306,3.501269228183306,1.0
3300000,1.3571775,1.6244779,154.05882352941177,3.7806618064641953,3.7806618064641953,1.0
3310000,1.3571966,1.3892459,158.28571428571428,3.6817535939423935,3.6817535939423935,1.0
3320000,1.3572218,1.378165,163.80701754385964,3.6570862141148797,3.6570862141148797,1.0
3330000,1.3572257,0.8804317,200.26829268292684,3.126578952136793,3.126578952136793,1.0
3340000,1.3571861,1.9449263,124.5909090909091,4.055230821881976,4.055230821881976,1.0
3350000,1.357119,0.44419897,315.1666666666667,1.7627406164451882,1.7627406164451882,1.0
3360000,1.3561033,1.6522224,141.76388888888889,3.8873333803812664,3.8873333803812664,1.0
3370000,1.3560758,0.68938255,258.3157894736842,2.309969591371941,2.309969591371941,1.0
3380000,1.3557174,1.0594124,238.58139534883722,3.2185106137965587,3.2185106137965587,1.0
3390000,1.3557173,0.985092,246.54761904761904,2.5590475442863645,2.5590475442863645,1.0
3400000,1.3546113,1.908851,120.74117647058823,4.09638825935476,4.09638825935476,1.0
3410000,1.3544654,1.330071,177.70689655172413,3.4876896040192964,3.4876896040192964,1.0
3420000,1.3544667,2.0192618,117.03448275862068,4.118471273060503,4.118471273060503,1.0
3430000,1.3544829,1.1411862,166.75,3.6150888429747687,3.6150888429747687,1.0
3440000,1.3547474,0.87456274,240.74418604651163,2.806547556604658,2.806547556604658,1.0
3450000,1.3548095,1.7251273,137.2054794520548,3.8942432226361454,3.8942432226361454,1.0
3460000,1.3545046,1.0683178,230.56,2.922719988822937,2.922719988822937,1.0
3470000,1.354387,1.2320225,168.34615384615384,3.5626345792642007,3.5626345792642007,1.0
3480000,1.3541538,1.5758507,153.46875,3.7442812621593475,3.7442812621593475,1.0
3490000,1.3540446,0.997618,216.58333333333334,3.019319109460141,3.019319109460141,1.0
3500000,1.3539951,0.9787527,212.29545454545453,3.11709088222547,3.11709088222547,1.0
3510000,1.3539665,1.3717375,186.70491803278688,3.379721272187155,3.379721272187155,1.0
3520000,1.3535075,1.4488499,166.75,3.634684233289016,3.634684233289016,1.0
3530000,1.3531935,1.1537263,205.03773584905662,3.185849072798243,3.185849072798243,1.0
3540000,1.3529241,1.4079881,126.9298245614035,4.0017368322924565,4.0017368322924565,1.0
3550000,1.3526917,1.0582018,214.40425531914894,3.0445531416446605,3.0445531416446605,1.0
3560000,1.3523607,1.6584741,138.77464788732394,3.8461143144539425,3.8461143144539425,1.0
3570000,1.3519694,1.0256392,229.0888888888889,2.9701738694439763,2.9701738694439763,1.0
3580000,1.3518177,1.7829193,142.34615384615384,3.8173717971031484,3.8173717971031484,1.0
3590000,1.3516287,1.3573998,169.35593220338984,3.5329490950552085,3.5329490950552085,1.0
3600000,1.3517641,0.98922956,223.0,2.9731950599972796,2.9731950599972796,1.0
3610000,1.3520262,1.0710857,233.20408163265307,2.87953056972854,2.87953056972854,1.0
3620000,1.3516964,1.4654346,149.34545454545454,3.7944821640849113,3.7944821640849113,1.0
3630000,1.3509084,1.0444669,225.2391304347826,2.9579347320224927,2.9579347320224927,1.0
3640000,1.3506941,1.5972873,153.73529411764707,3.6944264734492585,3.6944264734492585,1.0
