Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2790000,1.3673631,0.36423585,308.53125,2.0488708269211555,2.0488708269211555,1.0
2800000,1.3671325,0.43955955,316.6470588235294,2.006794007385478,2.006794007385478,1.0
2810000,1.3668855,0.34339282,349.51851851851853,1.6340370023692097,1.6340370023692097,1.0
2820000,1.3668993,0.74727523,232.91304347826087,2.912130341581676,2.912130341581676,1.0
2830000,1.3669013,0.44933543,252.66666666666666,2.7371612364246,2.7371612364246,1.0
2840000,1.3665882,0.21644025,373.92857142857144,1.30103686120775,1.30103686120775,1.0
2850000,1.3660413,0.33239016,330.1212121212121,1.957235171514399,1.957235171514399,1.0
2860000,1.3662311,0.3030472,263.46666666666664,2.5944332043329874,2.5944332043329874,1.0
2870000,1.3667548,0.49090517,296.05882352941177,2.250794044312309,2.250794044312309,1.0
2880000,1.3666514,0.3785915,355.45454545454544,1.5306248683482409,1.5306248683482409,1.0
2890000,1.366256,0.18715854,441.76,1.0634798192977906,1.0634798192977906,1.0
2900000,1.3660672,0.7197167,252.85714285714286,2.520697589530501,2.520697589530501,1.0
2910000,1.3653128,0.51064914,252.13513513513513,2.7009722193082175,2.7009722193082175,1.0
2920000,1.3651732,0.3969549,286.03333333333336,2.3882901956958156,2.3882901956958156,1.0
2930000,1.3640593,0.86338186,236.2549019607843,3.0153400015830996,3.0153400015830996,1.0
2940000,1.3639839,0.9239259,193.08333333333334,3.1433333717286587,3.1433333717286587,1.0
2950000,1.3631982,0.69455355,229.83333333333334,3.018081046439506,3.018081046439506,1.0
2960000,1.3631635,0.8115137,265.5833333333333,2.5119130287481393,2.5119130287481393,1.0
2970000,1.3626702,0.9704242,220.91304347826087,3.1167020480683507,3.1167020480683507,1.0
