Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
2730000,1.3391215,446.82608695652175,0.29066312,1.2936816947026686,1.2936816947026686,1.0
2740000,1.3391173,282.4,0.7373381,2.4576570681163243,2.4576570681163243,1.0
2750000,1.3390466,276.6551724137931,0.5180738,2.805033246676127,2.805033246676127,1.0
2760000,1.3390484,503.7826086956522,0.06444167,0.3026085444118666,0.3026085444118666,1.0
2770000,1.3390672,248.52631578947367,0.6115073,2.9636315232829045,2.9636315232829045,1.0
2780000,1.3389953,548.7,-0.007882513,-0.23925019800662994,-0.23925019800662994,1.0
2790000,1.3379472,309.45454545454544,0.60623366,2.3775756774526653,2.3775756774526653,1.0
2800000,1.3379347,283.8125,0.4881234,2.530433257420858,2.530433257420858,1.0
2810000,1.3380414,289.8378378378378,0.6349758,2.6909486773686533,2.6909486773686533,1.0
2820000,1.3380414,244.89743589743588,0.8548351,3.157820475407136,3.157820475407136,1.0
2830000,1.3384861,435.2608695652174,0.22355582,1.0429999232292175,1.0429999232292175,1.0
2840000,1.3385562,427.90909090909093,0.19774112,1.1826085785160894,1.1826085785160894,1.0
2850000,1.3386315,424.6666666666667,0.25671056,0.9975831881165504,0.9975831881165504,1.0
2860000,1.338637,379.45454545454544,0.32810092,1.7347726767713374,1.7347726767713374,1.0
2870000,1.3386422,436.76,0.14948817,1.0115998601913452,1.0115998601913452,1.0
2880000,1.3386533,361.92,0.32396755,1.7835999202728272,1.7835999202728272,1.0
2890000,1.338534,457.14285714285717,0.11696854,0.8028570186524164,0.8028570186524164,1.0
2900000,1.3384622,517.8636363636364,0.06399763,0.37719034864788964,0.37719034864788964,1.0
2910000,1.3389432,280.4,0.55366546,2.409414545791905,2.409414545791905,1.0
2920000,1.3392087,372.55,0.39094064,1.8818999230861664,1.8818999230861664,1.0
